sent1,sent2,score
i don't actually give two figs what minimum wage does for or against the economy.,the idea of regular increments to minimum wage is a good one - for businesses to cope with them.,0.0
"Warm , maybe record.","Warmer , almost certainly a record.",1.0
on the situation in Burma,On the situation in Burma.,1.0
An elderly woman is pouring oil into a frying pan.,A tied man is putting into water.,0.0
Ride operator charged in N.C. fair accident,N.C. State Fair ride operator arrested after accident,1.0
"The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 on Friday.","The tech-laced Nasdaq Composite .IXIC rallied 30.46 points, or 2.04 percent, to 1,520.15.",0.0
the positve battery terminal is separated by a gap at terminal 1,Terminal 1 and the positive terminal are separated by the gap,0.0
Syrian war seen dragging on for years,Syria regime releases hundreds of prisoners,0.0
"""They've been in the stores for over six weeks,"" says Carney.","The quarterlies usually stay in stores for between six to eight weeks,"" Carney added.",0.0
Obama endorses same-sex marriage,Obama's delicate dance on same-sex marriage,0.0
The European Union has got to do something and do it quickly.,It is necessary that the European Union gets involved and that it makes it fast.,1.0
Bulbs A and C were still on closed paths with the battery,Bulbs A and C are still contained in closed paths with the battery,1.0
This is a good example of overstocking a fish tank.,"The first, and possibly most important, thing to look at is your tank size.",0.0
The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson for us within this House in its debate this morning is that we are forced to conclude that the laws at sea are, in the world, in a state of chaos, and that we must get down to work to bring order.",1.0
a type of subdivision of a larger literary composition,a specialized division of a large organization.,0.0
A man is swinging on a rope over water.,A man in a maroon bathing suit swings on a rope on a lake.,0.0
"Afghans flock to colleges, even as Taliban loom",Afghan District Governor Defects To Taliban,0.0
does anyone know if this is possible??,how is that possible?,1.0
terminal 1 is connected to a battery,Terminals 1 and 2 are in the same electrical state,0.0
"Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects, the official said.","They include two Kuwaitis and six Palestinians with Jordanian passports, and the remainder are Iraqis and Saudis, the official said.",0.0
a spokesman for stockwell day was not immediately available for ,chinese authorities were not immediately available for comment.,0.0
Assad says mercenaries are behind Syria unrest,Assad Accuses US of Fueling Syrian Uprising,1.0
(cause to) come to rest on a surface,cause to come out in a squirt.,0.0
"Basically, the rule is that you must play the ball, and not the man, until someone catches the ball.","It is fairly simple to understand, somewhat harder to referee.",0.0
"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.","Thirdly, the acceptance of enlargement and its positive prospects for the different countries and for the EU as a whole - depends on the example of Denmark is for us to show - largely of the elimination of social and democratic deficits in European policy.",1.0
It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The most urgent task, which is, however, has not yet a lively interest on the part of the public.",1.0
Pakistan to release most senior Afghan Taliban prisoner,Pakistan to release senior Taliban commander on Saturday,1.0
"Its maker, MedImmune Inc., based in Gaithersburg, made 4 million to 5 million doses this year.","MedImmune Vaccines, the maker of FluMist, made between 4 million and 5 million doses this year.",1.0
"Dubbed Project Mad Hatter, the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows.","Designed to compete with Microsoft Corp., Project Mad Hatter is being positioned by Sun as a cheaper, secure alternative desktop operating system to Microsoft's various desktop offerings.",1.0
Jaya Prada all set to join BJP,"Jaya Prada likely to join BJP, Amar Singh to decide for her",1.0
Make a line or marks on a surface; copy by          following the lines of,make a mark or lines on a surface.,1.0
"You definitely can do it, and it is fine where you have clean, dry climbing surfaces.",its way easier in the gym to go bare foot.,0.0
World's oldest man dies at 116,World's oldest ever man dies aged 116,1.0
Compared to the planets the moon changes it's rise and set times very quickly.,"The moon didn't abruptly change position, it is gradually and continually changing position.",0.0
Jury nullification does not mean that a law is unconstuitutional.,Jury nullification means a law isn't Constitutional?,1.0
"The democratic election of Communist Salvador Allende in Chile in 1970 represented an ""experiment"" in democratic Communism.","It's not possible to be politically neutral, though one should always strive to be objective.",0.0
A is on a cloosed battery,Bulb A is still contained in a closed path with the battery.,1.0
Specifically a Baptist.,Specifically Gnostic.,0.0
Ive watched kids play.,I like watching kids play.,0.0
My decades ago hort 101 class said fertilizer is not really necessary if you use a mulching mower.,Below are a few quotes from this answer I posted here on SE.,0.0
"a lot of this revolves around money (or lack of), weddings = money, children = money and houses = money.",i thought this would be a good time for a meeting thread to exchange information and to remenisce.,0.0
A black and white dog running between poles.,A black-and-white dog running in the water.,0.0
Spain has done a magnificent job in turning round the difficult neighbourly relations which Europe and North Africa and Spain and Morocco have suffered during the course of history.,Spain developed in a remarkably positive way the difficult vicinity which always existed between Europe and North Africa and between Spain and Morocco.,1.0
now to address your question on what we plan to do is simple; we as individuals cannot do much.,i would still say that evolution is for a species or population as individuals can't and don't evolve.,0.0
04:47 Renzi sworn in as Italian premier,Italy's Renzi sworn in as prime minister,0.0
we must be vigilant against enemies both domestic and foreign.,i just went on a little ride with some bad people.,0.0
As Seen on TV! ~ Black and Famous but Out to Pasture,Critic?s Notebook: ?Real Husbands of Hollywood? and Lack of Black Male Leads,0.0
"New York passes gun control bill Interesting, I like that they actually focused on mental health.",New York to pass first gun control bill since Newtown shooting,0.0
Seven Filipinos slain in Yemen attack,Syrian soldiers killed in bomb attack,0.0
the act of shoving something away,the act of starting something.,0.0
"Performance, routine",a short theatrical performance that is part of a longer program.,0.0
do something considered below one's diginty,do something that one considers to be below one's dignity.,1.0
White House on offensive to thwart Iran sanctions,Wall Street rises on proposal to avert Syria strikes,0.0
A black and white dog is running on the beach.,The black and brown dog is running through the snow.,0.0
"greatly lower your expectations, etc. and just enjoy the visit with the woman that revels in your supposed fat-ness.","you're so wired, you pick up am radio and people test their batteries in your ears.",0.0
You can aerate your lawn with a sturdy pitchfork (as well as weed it).,I bought the mantis tiller cultivator but to go along with it I bought the aerator and dethatcher combo.,0.0
A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,1.0
the ensuing battle and airstrikes killed at least 10 militants. ,an ensuing battle killed at least 10 militants.,1.0
A dog looking at the camera in snow.,A dog is walking in a tire track in the snow.,0.0
It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,We should be pleased that Parliament has succeeded in bringing together a large majority in favour of greater transparency.,1.0
Democrats currently hold a 17-15 advantage in the state's congressional delegation.,The Texas congressional delegation now is 17-15 Democratic.,0.0
Anthony Weiner slips to fourth place in new poll,Weiner falls to fourth in new NYC mayoral poll,1.0
"Yes, it's about dilution.","Er, that's not how dilution works.",0.0
A woman is slicing an onion.,A man is cutting an onion.,0.0
I evaluate based on what my parents did or didn't do.,"If you are asking the question, then that's all that matters.",0.0
"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance.","The committee would propose a replacement for the ""Robin Hood"" school finance system.",0.0
Boston bombing suspect to appear in court,Boston bombing suspect buried,0.0
"the finger next to the thumb, forefinger",the finger next to the thumb.,1.0
Each side had quite different theories and explanations of what was going on.,Every originator had theories and explanations appreciably different on the situation.,1.0
Israeli army resumes Gaza offensive,"Israel escalates Gaza offensive, casualties mount",0.0
"You can use free, open-source utility Exiftool to extract the metadata from the JPG files.",Why not stop using JPEG images and use RAW exclusively?,0.0
Four girls in swimsuits are playing volleyball at the beach.,Four ladies in swimsuits play sand volleyball on the beach.,1.0
the back of a stop sign with many stickers on it.,The back of the stop sign is adorned with stickers.,1.0
boy doing tricks on a skateboard,A man doing a trick on a skateboard.,0.0
many of those executed in iran are hanged in public. ,many of the people executed are hanged in public.,1.0
A woman is slicing an onion.,A man is cutting and onion.,1.0
Amendment No 7 proposes certain changes in the references to paragraphs.,Amendment 7 changes in references to paragraphs.,1.0
Huge explosion after oil train derails in Canada,Huge explosion as freight train derails near Baltimore,0.0
Man arrested after police officer shot in Leeds,Navy panel urges ouster of officer who faked death,0.0
Two cats sitting together on the sofa looking out the window.,Two cats sit on the back of a couch looking out the window.,1.0
the act of intentionally omitting something,the act of forming or establishing something.,0.0
A skier is jumping in the air over a snowfield near a mountain range.,A woman is sitting near a flower bed overlooking a tunnel.,0.0
because bulb c is not in the same ppath,There is a closed path with A and B that C is not in.,0.0
for the same reason as 3,Terminal 6 and the positive terminal are not separated by the gap,0.0
It may be worth trying one of the artificial pheromone sprays.,You could always close or add curtains to the windows.,0.0
The battery is in an open path to the bulb.,the battery is in an open path,1.0
Two girls with ponytails ride an amusement park ride.,A young girl is on a ride at an amusement park.,0.0
As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.,"In 1996, the European Parliament was in favour of a ban on the use of meat meal in the European Union, in accordance with the precautionary principle - if only we had listened to.",1.0
Because there was no difference,Terminals 1 and 2 are connected and in the same electrical state,0.0
"Shares of Halliburton fell 71 cents, or 3 percent, to close at $21.59 yesterday on the New York Stock Exchange.","Halliburton shares fell 54 cents, or 2.4 percent, to $21.76 a share in midday New York Stock Exchange trade.",0.0
A boy skateboards down the railing of some graffiti stairs,A skateboarder is jumping over an obstacle in front of a white house.,0.0
Two dogs are playing on a hardscape.,Two dogs are playing on the grass.,0.0
You seem to think that poor people are not responsible for their actions.,People are responsible for their actions.,0.0
a bulb causes a difference in electrical state,A non-zero voltage means that the terminals are not connected.,0.0
DR Congo rebels kill park rangers,Rebels kill two park rangers in eastern Congo,1.0
have a disagreement or quarrel over something,have a disagreement over something.,1.0
A steam engine and train moving toward the camera.,A white sheep on a hillside looking at the camera.,0.0
Brazilians throng streets to greet pope,"In Brazil, thousands turn out to greet Pope Francis",0.0
because there is a closed circuit after bulb b,"Terminals 4, 5 and 6 are connected to the positive battery terminal",0.0
Italian pilgrims die in bus plunge,Passengers dead in Italy bus plunge,1.0
search (as the bottom of a body of water) for something,search (as the bottom of a body of water) for something valuable or lost.,1.0
A man is cutting grass.,A masked man sings.,0.0
but man are a lot of middle class and even poor americans brainwashed.,there's also a side issue of amicus waivers.,0.0
china will resolutely oppose the proliferation of mass destructive weapons. ,china will resolutely oppose the means of the delivery of mass destructive weapons.,1.0
A woman wearing a navy dress is cutting a cake on a white table.,A person wearing a helmet sits on a bicycle on a sunny day.,0.0
"In the U.S., ""buffalo"" and ""bison"" are used interchangeably for the species Bison bison (latin name).","To my knowledge, they are all separate species within the Bovini genus.",0.0
China yuan weakens to 6.3282 against USD Monday,China's yuan weakens against USD for third day,1.0
lock with one another,become engaged or intermeshed with one another.,1.0
A man is playing the drums.,A man plays the drum.,1.0
move or sway in a sinuous fashion,"to move or cause to move in a sinuous, spiral, or circular course.",1.0
the act of determining or discovering the position of an object,a surface forming part of the outside of an object.,0.0
"This is a weird article. ""Ray Kurzweil Says We’re Going to Live Forever""",Talk: Ray Kurzweil Says We?re Going to Live Forever,1.0
A white dog runs through a field of yellow flowers.,A dog with a red collar runs in a forest in the middle of winter.,0.0
"NYT, ""Mouse Study Discovers DNA That Controls [Burrowing] Behavior [and Whether Escape Tunnels Are Made]""",Mouse Study Discovers DNA That Controls Behavior,1.0
As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.,Peregrine sold its Remedy business unit to BMC Software in November for $355 million.,0.0
fail or suffer failure,"suffer failure, as in some enterprise.",1.0
"warming's missing heat"".",i think you're missing the entire point.,0.0
one fourth of a year,a fourth part of a year; three months.,1.0
The department also sent water and soil samples to the state health laboratory.,Water samples are being sent to the state health department for analysis.,1.0
Bulb A and B are still contained within  closed paths,bulbs A and B are in a closed path,1.0
"When having discussions on Anarchist/Anarcho-capitalist forums, I've come across this issue a couple times.","In an Anarchy, quarreling parties would be unrestricted to come to a lawful agreement.",0.0
a fast rate or occurrence of something,a brief experience of something.,1.0
"an offerer indicates that he or she is able and willing to give a theme to a potential_recipient. in the absence of further qualifications, it is often understood that the potential_recipient accepts the theme.",provide (usually but not necessarily food);,0.0
"Western Europeans, who have been spared this legacy, should heed our warnings.","Western Europeans, who have forgotten this story, should heed our warnings.",1.0
what are government officals going to do to make sure that everyone does their part in this.,we have traffic laws that exist for no reason other than to fine motorists.,0.0
"Obama, Hollande discuss response to alleged chemical weapons use in Syria",US intelligence still indecisive whether chemical weapons were used in Damascus suburbs,0.0
US Hospitals Turn Away Visitors With Flu Symptoms - NYT,Hospitals Place Restrictions on Visitors of Flu Patients,1.0
The brown and white cows are eating in the trough.,Brown and white cows are eating from a trough.,1.0
Great piece by  in NYT showing China too has what McKinsey sees as a global education-to-work problem:,Chinese Graduates Say No Thanks to Factory Jobs,0.0
it can be either closed or open,If a bulb and a switch are in the same path the switch affects the bulb,0.0
Two brown dogs wearing collars fighting.,The brown dog is wearing a black collar.,0.0
The man is slicing a potato.,A man is slicing potato.,1.0
"Hassoun to Mauritanian delegation: conspiracy imposed on Syria targets its stances, particularly over Palestine","Mufti : conspiracy aginst Syria targets its stances, particularly towards Palestine",1.0
"human rights violations in myanmar include summary executions, torture and the recruitment of child soldiers. ","these human rights violations include summary executions, torture and the recruitment of child",1.0
Israeli forces detain 5 Palestinians in West Bank,Israeli Forces Arrest Five Palestinians across West Bank,1.0
6.7-magnitude earthquake jolts Taiwan: CENC,7.7-magnitude earthquake hits SW Pakistan,0.0
But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which return the US markets of the transferable securities if attracting reflect a fragile political balance.,1.0
Crews worked to install a new culvert and prepare the highway so motorists could use the eastbound lanes for travel as storm clouds threatened to dump more rain.,Crews worked to install a new culvert and repave the highway so motorists could use the eastbound lanes for travel.,1.0
"If convicted, they face up to five years in prison and a $250,000 fine on each of the 11 counts.","If convicted, each faces up to five years in prison and a fine of $250,000 or more based on the amount of gains involved.",1.0
because it had a complete circuit with no gaps to the battery,Bulb A is still contained in a closed path with the battery.,0.0
i remember in the fifties conservatives did not want flouride added to the water because flouride turned people into communists.,misrepresented stelow's position so i'm replacing it with: you answer the door before people knock.,0.0
the battery will always have a voltage.,A battery uses a chemical reaction to maintain different electrical states at the terminals,0.0
"A woman at the dining table with wine, beer, and lemons.",Four women and two men sit at a long table in a restaurant.,0.0
"(abstract) characterize, commemorate, make special (or respectful)","be a distinctive feature, attribute, or trait; sometimes in a very positive sense.",0.0
"capital offenses in iran include murder, rape, armed robbery, apostasy, blasphemy, serious drug trafficking, repeated sodomy, adultery, prostitution, treason and espionage. ","capital offenses in iran include murder, rape, armed robbery, serious drug trafficking and adultery.",0.0
Mugabe declared winner of disputed elections,Zimbabwe: Mugabe declared winner in disputed vote,1.0
"""Keep score"" is a (slightly) idiomatic expression that means ""keeping track of the score"".",Casual English is appropriate for a t-shirt since wearing clothing with phases on them is pretty casual.,0.0
"the spatial, geometric contour of an object",the speech act of objecting.,0.0
A black and white dog is jumping over a hurdle.,A white dog running over a bridge.,0.0
A man is smoking.,The man sat in his suit and smoked.,1.0
A dog with a yellow toy in its mouth.,Dog trotting with a rubber duck in its mouth,0.0
Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen weakens as it nears U.S. Gulf Coast,0.0
Turn the paddle or oar.,turn the paddle; in canoeing.,1.0
"the constant stream of pinocchios he has gotten from the washington post, on easily checked facts, demonstrates this.",the first baptist church in his hometown had to take up a collection to support the family gingrich had deserted.,0.0
alstom is in competition with japanese and german countries for the contract. ,alstom is competing against japanese company shinkansen and german company ice for the contract.,1.0
Bradley triumphs at Firestone as Furyk fades,Bahrain court upholds sentences against uprising leaders,0.0
"a thrusting weapon, as a sword",a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard.,1.0
A child wearing blue and white shorts is jumping in the surf.,A girl wearing green twists something in her hands.,0.0
A green and white cargo plane taking of from an airport.,White and green commercial airliner taking off of runway.,1.0
The woman is putting makeup on the man.,A woman is painting the face of a man.,0.0
A young girl with a pink hat on with a yellow building in the background.,A young girl in a pink dress with something in her hand.,0.0
(Applause),"I have already replied on this point, and I entirely agree with what he has said about the need to improve considerably the public debate. I will not repeat what I said, but it is true that, all too often, citizens feel alienated to decisions that are taken in the bodies that they do not know.",0.0
this is particularly true in the poorest countries. ,this was particularly after ethiopia withdraws its forces.,0.0
"Wall Street analysts had expected 22 cents a share, according to Thomson First Call.",The results were 3 cents a share lower than the forecast of analysts surveyed by Thomson First Call.,0.0
"I see some references to status as uncountable as well, but that doesn't make much sense to me.","There are some cases ""status"" may be accounted of countable.",0.0
General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla.,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla.,1.0
switch y does not affect bulb A,There is no path containing both switch Y and bulb A,0.0
"interestingly, both sides rejected an offer to order the remaining ""sleeping"" protesters out of building.","why would walker's cronies reject an offer to order the ""sleeping protesters"" out of the capitol?",0.0
"Design, design, design. ?We?re on the tail end of technology being special,? says John Maeda.",Disruptions: Disruptions: Design Is Driving Technology Forward,0.0
"* stop giving money belonging to we the people, away to the corrupt politicians of foreign governments.",it sounds horrible but feeding these people is the worst thing you can do in the long run.,0.0
why does it matter that he's black?,who's got a better one?,0.0
"Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field.","Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning.",0.0
the act of surrendering an asset,the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc..,0.0
"i can't carry on as i am, so i do need to know what his long term intentions are.","i don't mean to be dense, but why do you have to find out what his long term intentions are?",0.0
"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","That is why I also believe that this reconciliation can take, and the government, which has very courageously found a solution to the issue of universities and many other problems, needs visible signs of success and a strong support, otherwise the peace threatened in the region as a whole.",1.0
"In standard English, I think ""don't got"" has the same register as ""ain't"".",I'd say the expression I don't got... is generally rare in spoken AmE.,0.0
It was in the same path as switch X.,Bulb A is still contained in a closed path with the battery and switch X.,0.0
A woman is cutting a plastic sheet.,A woman is playing a guitar on streets.,0.0
bulb a come before switch y,Switch Y and bulb A are not in the same closed path,0.0
"Zimmerman replied, ""What are you doing here?""","Martin said, ""Why are you following me?""",0.0
At least 20 dead in Somalia attacks,At least 60 die in Iraq prison attack,0.0
have sex with,have sexual intercourse with.,1.0
Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.,Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.,1.0
An animal is biting a persons finger.,A slow loris is biting a persons finger.,0.0
Cover the entrance to the doorway with a old carpet and use a staple guns to secure it.,I started to dig into this because you caught my curiosity itch with the question...,0.0
here is what you should have asked layton...,they didn't even have a train station...,0.0
Man in red shorts and white shirt kicking a soccer ball.,A black dog stands in the surf holding a red rubber ball.,0.0
"Man, 19, quizzed over teen murder",Man quizzed over Megan-Leigh murder,1.0
Former Alaska Gov Sarah Palin is no long a commentator for Fox News,Fox News and Sarah Palin Part Ways,1.0
"Terminal 4, terminal 5, and terminal 6 are connected to the positive terminal","Terminals 4, 5 and 6 are connected to the positive battery terminal",1.0
North Korea claims ‚Äėbreakthrough‚Äô guided missile,N. Korea hails test of 'breakthrough' guided missile,0.0
why am i being like this!!!,me: i'm getting married!!!,0.0
A skateboarder doing a trick on a stone wall.,A skateboarder riding up to a slope.,0.0
do you know who benefits from profits?,do you know who shareholders are?,0.0
it just caused california criminals to go to other states less stringent.,i suppose it's against the rules for democrats to question these things...i,0.0
you must have seen zona's post on the other thread.,you wouldn't have an original thought if it hit you in the face.,0.0
Look furtively at something.,look furtively.,1.0
when switch z was closed bulb a was in a complete curcuit,Bulb A is still contained in a closed path with the battery and switch Z.,0.0
an entity is designed for or exists to perform an activity or fulfill a role.,"serve a purpose, role, or function;",0.0
That is the spirit in which the European Constitution must be written.,That is the spirit in which must be worked out the European Constitution.,1.0
"There is, however, no photo of Peter Hollingworth in the June issue examined by the Herald yesterday.","There is, however, no photograph of Dr Hollingworth in the June issue of the magazine examined by The Age yesterday.",0.0
If it is a part of a circut that contains a bulb and a battery.,When the switch and the bulb are contained in the same path,0.0
terminal 1 is not connected to the positive battery terminal,Terminal 1 and the positive terminal are not connected,1.0
Obama says Korean War veterans ‚Äėdeserved better‚Äô,Obama: Korean War vets ‚Äėdeserve better‚Äô,0.0
"#Socialmedia makes folks more honest, says #Cornell prof #Facebook #LinkedIn",Social media make us more honest,1.0
The social force that binds one to the courses of action demanded by that force.,the social force that binds you to the courses of action demanded by that force.,1.0
a terminal is connected to another terminal,"Terminals 4, 5 and 6 are connected to the positive battery terminal",0.0
(cause to) be anxious or preoccupied,cause to be balanced or suspended.,0.0
A woman riding a brown horse.,A girl riding a brown horse.,1.0
French President Hollande condemns Ukraine referendums as 'null and void',Hollande condemns Ukraine referendums as 'null and void',0.0
Bangladesh factory owners arrested as death toll nears 350,Bangladesh factory owners arrested,1.0
"As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.","It is necessary to know today, since we are always in uncertainty, which are the scientific data, which are the measures to be taken.",1.0
"This may be overly obvious, but in American English, saying ""you're welcome"" is certainly polite and standard.","I'm not sure how ""Not at all"" sounds in response to ""thank you"".",0.0
Because the two terminals will always have different electrical states.,A battery uses a chemical reaction to maintain different electrical states at the terminals,0.0
Dey stay preppin'... The Preppers Next Door,The Doomsday Preppers of New York,0.0
I always do my repotting and trimming of roots and heavy pruning during the time the plant is dormant.,"Every trees (though dwarf) have to be replanted during winter, when sleeping.",0.0
The shirtless man sat in a chair.,A shirtless man is sitting on a chair.,1.0
Stanford (51-17) and Rice (57-12) will play for the national championship tonight.,Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.,1.0
"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.",I appeal urgently to the French Presidency to do everything in its power to bridge this gap particularly destructive.,1.0
"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and also for your reception, Madam President, ladies and gentlemen, Europe, the French Presidency would like to thank you.",1.0
"C does not effect the others, their paths are still closed","If C burns out, then A and B are still in a closed path.",0.0
the battery is containing a negative charge only,Switch Y and bulb A are not in the same closed path,0.0
Dou you really want these kind of people in your team?,"I think it was Fiore in ""The Now Habit"" that talked about so-called ""positive"" effects that end up reinforcing procrastination.",0.0
The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest.,"Razali Ismail met for 90 minutes with Suu Kyi, a 1991 winner of the Nobel Peace Prize, at her lakeside home, where she is under house arrest.",1.0
"""I am advised that certain allegations of criminal conduct have been interposed against my counsel,"" said Silver.","""I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. """,1.0
"""bulb A""""s path only contained switch Z""",Switch Y and bulb A are not in the same closed path,0.0
bulb b and bulb c were still contained in a closed path with the battery,Bulb B and Bulb C were still contained in the same closed path with the battery.,0.0
I agree with others (and yourself) in that I have never heard this phrase in English.,I have never heard or seen the phrase you mention.,1.0
"because bulb a is in a closed path, and bulb c is in a closed path.",Bulbs A and C are still in closed paths,1.0
At least two Nato killed in Afghanistan helicopter crash: military,At least 18 killed in Afghan bomb attacks: officials,0.0
"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them.",1.0
Yeager said the suspect in the Target attack showed tendencies of being a prior offender.,"Yeager said the incident appeared to be isolated, but the suspect showed tendencies of being a prior offender.",1.0
"""for over 20 years, i have illustrated the absurd with absurdity, three hours a day, five days a week.",for the first 1-2 years he hated me going out with my friends.,0.0
"the vietnam news agency reported that the ministry of public security stated that foreigners involved in drug trafficking cases in vietnam came mostly from laos, cambodia, australia, china, the united states and taiwan. ",the vietnam news agency reported that the ministry of public security stated that police admitted that drug trafficking into vietnam is increasing but actions to prevent and stop the drug trafficking along the borders remained limited.,1.0
kid gloves for a guy who just shot someone else to death.,i wanted to be free to tell someone to go to hell.,0.0
a spatial terminus or farthest boundary of something,a relation that provides the foundation for something.,0.0
"As adjective, the NOAD defines yearling as having lived or existed for a year; a year old.","In the context of stackexchange, ""yearling"" could be issued 12 months from when the account was opened.",0.0
A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.,A tropical storm rapidly developed in the Gulf of Mexico on Sunday and could have hurricane-force winds when it hits land somewhere along the Louisiana coast Monday night.,1.0
Australia cuts rates to record low,Australia cuts interest rate to record low 2.75%,1.0
The 6th U.S. Circuit Court of Appeals on Wednesday ruled that an Ohio law banning a controversial late-term abortion method passes constitutional muster and the state can enforce it.,"An Ohio law that bans a controversial late-term abortion procedure is constitutionally acceptable and the state can enforce it, a federal appeals court ruled yesterday.",1.0
A close-up view of a horse's head.,A side view of a horse's head.,1.0
The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.,It is right that the Committee on Legal Affairs persists in refusing a ceiling and the maintenance of a minimum rate which cannot be less than 7%.,1.0
"They are ignorant, poor, and sick.","They are poor, sick and uncultivated.",1.0
Because the positive batter terminal and terminal 6 were connected.,Terminal 6 and the positive terminal are connected,1.0
Stocks to watch at close on Monday,Stocks to watch at close on Thursday,0.0
(cause to) appear suddenly or briefly,break open or apart suddenly and forcefully.,0.0
"First of all, you should get past the idea that you are going to get her to change.",I agree that you need to take care of this prior to your child being born.,0.0
it simply covers the things we have been talking about.,quite simply because they're pissing on the graves of those who died.,0.0
"It's interesting to note that until 1973, homosexuality was classified as a paraphilia.",Both of the above answers are incorrect to some degree.,0.0
A coal train traveling down the tracks.,An old train sits idle on the tracks.,0.0
i hear those skills translate real well into a career in government.,"ah well, at least it proves that we don't agree with corporal punishment.",0.0
police stated tsai wen-huang would be extradited to taiwan. ,police stated that-- chung has been on the run.,0.0
Dog running on shore beside two geese in water,A black dog running along the sandy shoreline of a body of water while two ducks swim nearby.,0.0
A close-up of a black train engine.,Close up of a white sheep with a black head.,0.0
switch y is not in the path to the battery,Bulb A is still in a closed path with the battery,0.0
Three die after car crash at Tian'anmen,Three Killed In Crash At Tiananmen Square,1.0
The unions also staged a five-day strike in March that forced all but one of Yale's dining halls to close.,The unions also staged a five-day strike in March; strikes have preceded eight of the last 10 contracts.,0.0
myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking. ,myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.,1.0
Four small children sit on tall stools at a resturaunt bar.,Four children sit on tall bar stools at a yellow and grey bar.,0.0
"The Note's Must-Reads for Monday, November 25, 2013","The Note's Must-Reads for Tuesday September 10, 2013",0.0
". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.",". (ES) Mr President, enlargement is essential for the construction of a strong and unified European continent.",1.0
A woman is riding an elephant.,A man is lifting himself.,0.0
This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.,This rule can also apply to all récréationnelles but dangerous drugs as far as the consumer of drugs is the only one to risks.,1.0
"(cause to) burst or open, usually with a sharp sound","burst open with a sharp, explosive sound.",1.0
there is not a closed path that contains the batteyr and bulb b and bulb c,"If bulb A burns out, there is no longer a closed path containing B, C and the battery",0.0
Because it is in an incomplete path,the battery is in an open path,0.0
Egyptians vote to pick president for first time,Egyptians wait for key presidential vote results,0.0
Google Gains From Creating Apps for the #iPhone #HealthIT #hcsm,Google Gains From Creating Apps for the Opposition,1.0
Two NATO soldiers killed in Afghanistan,Five Libyan soldiers killed in Benghazi clashes,0.0
California Chrome wins Preakness; one victory from Triple Crown,"California Chrome wins Preakness, moves one win from Triple Crown",0.0
Two dogs playing in snow.,Two dogs playing in grass.,0.0
the bulb is not conatined in a closed path,The bulb is not in the closed path containing the battery,0.0
